Cell11	-216.136581	-457.135895	13.939174	-74.931396	-422.640045	-147.656372	852.179260	39.088634	243.803665	64.885750	645.606934	-177.877640	213.900833	-42.585030	737.015320	226.817429	869.583557	539.433594	661.796326	-378.239868	-498.744171	-192.029099	553.759033	-21.032530	-460.784180	149.152283	148.027451	-536.465759	-6.682392	-40.956066	29.426716	-415.495697
Cell12	-232.944260	-432.949585	-93.073044	-245.694626	-534.479370	-115.916832	904.679993	153.562241	207.240128	39.593143	707.601868	-224.674545	294.152130	-20.655407	788.270569	451.348602	796.096802	435.319611	633.244446	-375.036285	-627.082031	-282.812317	718.720764	6.682703	-474.012543	121.395203	115.110764	-449.555115	-98.200546	-115.659554	-59.900768	-203.286209
Cell13	-270.153137	-535.365723	-7.512703	-137.709198	-557.365295	-172.918259	1066.171753	60.577221	283.215210	82.077171	815.429016	-220.215851	277.848602	-39.378834	931.512390	348.877808	1042.719849	631.758118	822.748047	-462.390717	-678.666016	-244.292557	737.914673	-26.591043	-573.026855	188.864380	155.392029	-640.648804	-20.140041	-80.863686	-6.525738	-438.840454
Cell14	-171.644531	-359.356750	12.921367	-89.877853	-359.190308	-113.588501	705.422852	35.446743	195.679581	57.127453	547.732483	-147.985321	190.906845	-36.733047	618.592529	191.301224	695.637024	432.202637	550.265320	-305.288910	-422.261627	-174.569046	478.127991	-11.603765	-385.608521	132.441177	111.251465	-454.471069	-10.882397	-65.023636	7.941123	-306.565399
Cell15	-217.619354	-471.786591	-12.488336	-201.612076	-521.351257	-146.296173	968.786316	80.697800	237.129257	69.730637	778.824219	-188.152985	282.188721	-35.820511	836.324890	330.749695	930.591614	549.967468	738.142456	-419.462280	-608.298950	-268.297119	676.314331	-5.239366	-528.174438	152.395432	139.010666	-576.607056	-39.579372	-80.148613	-8.216779	-372.313141
Cell16	-171.968887	-333.176941	-55.133041	-231.333313	-430.022156	-77.982925	729.011353	116.243317	179.650803	11.498540	586.181396	-152.955276	235.095261	-28.427406	640.747681	356.994781	630.265808	337.792542	493.815002	-277.348663	-496.947723	-225.692764	581.252869	17.807924	-384.220886	87.831978	66.212296	-379.713684	-79.637405	-98.915833	-65.877190	-162.738983
Cell17	-162.856247	-347.559387	-30.265728	-163.607834	-390.112396	-105.039627	706.384277	78.954155	176.932358	39.984184	571.390991	-157.649750	230.404449	-28.424591	619.326782	288.708679	657.101929	372.383026	527.038574	-304.469391	-463.147156	-216.971146	530.537903	-2.521726	-389.222321	103.825035	106.460358	-398.887848	-48.358185	-83.711472	-31.232574	-222.339615
Cell18	-134.669968	-308.746155	11.954358	-86.699760	-296.868774	-103.123451	599.408569	37.246490	157.501221	45.437588	473.679138	-125.092468	141.587326	-37.130329	532.627625	131.361099	612.237854	384.527435	459.766083	-258.971863	-342.277924	-139.619568	380.693665	-0.605623	-313.575104	98.750870	91.111702	-383.263519	-3.813263	-36.245319	24.835110	-296.591278
Cell19	-198.042435	-451.352661	11.243217	-107.550690	-432.124756	-143.616135	859.504456	39.886181	230.776550	62.076302	672.552979	-172.593094	209.376404	-47.895203	756.087402	221.072861	866.806091	527.598022	671.916748	-366.195618	-515.034668	-191.294815	568.298828	-8.008885	-461.017944	155.101898	130.858353	-544.196167	-12.751339	-61.405354	16.937504	-400.373199
Cell20	-229.089508	-411.781189	-5.148919	-144.661987	-451.618591	-130.184769	843.233337	70.309807	243.091339	49.394070	653.772339	-166.313675	235.892822	-32.993015	729.428589	304.480164	802.857300	463.455933	633.285461	-344.399200	-533.745728	-197.861923	596.554382	-15.575879	-462.788788	125.465088	118.691399	-488.435333	-10.329060	-69.774338	-36.298523	-328.613495
Cell21	-300.272583	-605.552429	-96.678062	-359.495789	-722.984924	-154.589020	1252.278564	204.735443	315.310303	28.433340	1007.764587	-300.286835	420.508270	-44.362438	1119.655273	621.608826	1100.723145	603.482239	867.773987	-523.652832	-860.002502	-413.288910	1021.736938	9.330836	-666.764221	172.413406	141.464279	-667.704041	-145.255356	-193.279358	-117.465088	-264.490021
Cell22	-247.064178	-459.303467	4.780841	-89.410233	-462.034332	-164.239258	904.080444	52.295574	255.930679	83.917725	677.376404	-189.396240	259.301392	-41.778408	778.173096	250.126434	906.808472	548.602966	710.871399	-400.886871	-531.875671	-212.816956	592.459900	-27.860998	-508.308716	140.562485	177.692154	-543.056946	19.194332	-46.286472	34.185284	-429.783722
Cell23	-262.630310	-562.134583	-20.977493	-239.125137	-626.186890	-158.999893	1144.368042	95.187012	285.502716	76.944733	908.047302	-235.400055	337.246704	-41.305920	980.979858	398.381775	1090.511719	649.210693	848.968262	-479.099579	-717.094727	-322.687286	809.853271	5.308634	-615.811462	186.604309	157.570709	-681.340149	-62.226437	-101.492569	1.596362	-421.856995
Cell24	-269.531281	-606.227234	-60.449261	-316.983154	-674.447754	-160.770233	1228.624756	154.412811	329.789917	30.250963	1025.971069	-294.653412	431.026062	-65.915840	1125.132202	592.884155	1107.633301	628.572693	920.022156	-533.786682	-855.240295	-417.711182	1018.987610	-22.305666	-684.915344	195.520721	165.172287	-716.224548	-130.720306	-225.054626	-132.954453	-303.049774
Cell25	-217.679443	-405.939667	-15.333196	-131.199768	-437.160004	-113.208252	796.367126	76.574707	222.475800	60.774124	608.663086	-176.702682	226.356476	-34.007366	689.343018	269.318542	767.928223	454.150604	589.871460	-332.884003	-489.592682	-201.194641	558.952576	3.146849	-427.044708	138.163681	109.510445	-477.902191	-23.558334	-74.140686	-12.697286	-300.862854
Cell26	-253.377365	-479.302979	-64.563759	-285.040985	-581.820740	-109.044281	1014.929688	161.405731	275.109314	20.310106	804.498901	-221.813416	321.816345	-40.501694	897.425415	494.652344	893.790833	504.710175	696.249817	-414.617462	-684.176086	-313.995911	807.418701	2.408415	-535.245239	147.266006	79.917694	-562.426758	-106.367661	-146.953232	-104.116318	-231.354050
Cell27	-164.076462	-370.975922	2.283973	-106.651711	-366.956268	-118.504395	724.335876	42.018147	185.870255	58.055458	562.273499	-153.827576	180.924728	-44.100132	620.552734	159.473984	741.436829	468.238068	549.905579	-318.506439	-401.224884	-180.110992	444.809692	11.056960	-379.766418	113.746025	126.114120	-455.517517	0.716465	-36.197208	58.368031	-354.829926
Cell28	-225.322510	-498.498199	-41.619717	-260.843689	-585.155701	-133.647659	1039.396362	119.889847	251.723160	37.063763	829.034607	-213.484436	308.124207	-37.018288	915.279419	440.576721	936.535522	522.330017	742.140747	-414.293976	-702.762939	-292.998901	810.085144	2.083498	-544.202454	167.185684	105.052002	-580.832520	-98.066681	-138.760223	-85.112473	-287.351593
Cell29	-131.511002	-338.965729	25.702171	-89.830528	-320.536682	-124.213005	673.690979	31.494665	178.815125	50.144405	534.080566	-134.965317	166.359543	-38.475918	593.234558	125.242645	684.003052	439.533783	519.798584	-291.573242	-370.420197	-165.666031	409.721680	-11.861352	-358.132538	99.394615	110.290962	-431.464264	-3.868313	-31.925495	53.634705	-360.249573
Cell30	-167.291153	-358.375580	-60.848434	-213.169113	-414.895966	-96.721870	740.600098	111.378304	188.182114	13.755204	612.143799	-166.462265	257.206146	-35.106705	664.748474	375.303986	656.855713	352.519104	536.066406	-311.735504	-517.147522	-244.308411	600.658997	-14.251067	-410.282867	91.994057	101.002975	-386.647308	-73.854744	-113.270447	-69.901482	-178.552902
Cell31	-244.681870	-464.281464	-52.230465	-204.446793	-537.729248	-140.743362	952.227295	119.860634	236.820068	58.176071	740.820862	-234.503601	326.124634	-22.581757	823.148010	426.857788	867.474976	492.727905	689.724487	-417.383362	-639.687439	-299.252838	744.930664	-14.545197	-518.181213	143.087799	151.636139	-513.220276	-72.513542	-109.252037	-48.001308	-268.932465
Cell32	-246.659897	-452.221222	-69.233017	-239.530319	-542.484375	-130.551407	948.729431	142.776901	230.574493	40.969852	741.254150	-224.877502	309.257507	-22.406792	822.340698	455.280365	841.237305	460.966400	672.805664	-382.510529	-658.511841	-275.739349	758.710144	-18.861074	-505.444031	129.101318	125.333382	-476.320923	-79.131248	-114.220512	-78.916344	-249.799866
Cell33	-218.636230	-482.684387	12.060588	-101.332581	-447.378174	-182.489532	913.349121	60.940594	249.956573	77.532463	718.632874	-195.185364	237.785873	-35.486881	790.743286	213.282028	943.079590	581.754028	735.591797	-419.242950	-523.544922	-221.305725	565.518188	-26.391989	-496.765320	144.915909	151.516769	-560.654236	-5.578075	-33.299068	50.186741	-477.777100
Cell34	-232.705414	-468.125580	-50.076561	-224.192017	-535.394958	-137.477203	964.978760	114.909164	239.155716	56.465309	771.584290	-231.763596	321.096497	-49.678619	855.659851	403.064056	895.296143	510.619629	712.941772	-408.124969	-636.711975	-296.928345	744.641174	-5.104730	-529.303894	136.908783	148.993851	-537.338623	-62.345127	-119.785133	-40.556316	-301.131226
Cell35	-177.979950	-391.580261	-5.667820	-95.980141	-388.030945	-105.080322	738.871704	37.166759	187.362411	73.971092	571.439880	-170.913269	185.570862	-40.481655	640.588379	193.666550	739.553833	472.574615	570.009094	-322.346313	-435.652527	-185.350510	482.179871	13.663112	-389.820343	148.332870	119.126831	-483.744507	-20.979984	-63.881908	39.790466	-314.164246
Cell36	-201.389297	-429.240936	-75.033997	-236.518814	-495.056732	-112.812798	869.788269	135.151428	212.930496	34.341908	710.617493	-232.550339	318.846527	-37.906544	784.835083	437.324829	763.120178	424.089966	621.667358	-376.053070	-606.013062	-314.264740	725.882629	-5.412572	-479.105103	128.946533	123.586693	-469.546082	-109.783890	-149.239166	-70.120476	-178.813583
Cell37	-234.534912	-562.622559	20.172039	-170.808090	-556.843811	-163.667664	1094.926392	53.936382	275.560242	94.730537	885.992126	-226.636093	274.949982	-54.118587	978.205872	267.066193	1089.720459	697.060608	861.764343	-471.357941	-658.218384	-279.624786	730.246216	-2.115381	-588.024902	219.566910	152.110153	-729.530212	-34.181110	-104.355461	30.764141	-488.673431
Cell38	-200.001953	-436.373566	7.649456	-131.277451	-443.994446	-131.935440	860.054016	74.791817	237.330078	65.069740	666.626953	-175.092590	219.756454	-46.465202	751.665222	204.095215	859.005066	538.825745	640.091431	-366.351044	-480.765503	-215.273636	540.820740	3.728777	-448.561005	144.347458	107.295822	-548.094299	-20.124325	-53.179878	33.603374	-403.340057
Cell39	-178.507874	-356.417206	-19.816563	-139.905487	-400.399170	-108.647415	731.343750	56.297344	183.696136	47.341579	569.431396	-146.858841	216.008224	-21.857227	622.906555	288.932526	694.439758	407.051910	545.454041	-314.823303	-477.304779	-193.283524	525.352417	-12.539178	-393.315002	111.028900	114.202599	-415.073395	-28.890484	-56.854153	-12.387540	-264.551147
Cell40	-185.899384	-365.074158	-58.961594	-218.913895	-440.875916	-80.786804	762.452759	122.403168	200.641266	13.076695	608.253479	-176.524734	246.672501	-28.313416	671.926147	388.288116	655.711548	362.888214	521.014771	-300.569305	-528.377014	-238.895111	619.910217	3.767418	-402.195099	110.718422	68.435463	-408.051636	-92.484718	-121.256355	-87.232231	-153.366455
Cell41	-158.437378	-359.861603	3.860122	-110.194984	-363.603210	-121.902016	730.273499	31.865507	165.027466	56.167034	574.361206	-133.545227	157.035416	-41.290077	656.914124	175.632278	745.637817	473.686005	572.136353	-314.571747	-439.442444	-154.253983	470.583618	-11.935925	-379.775391	116.803535	106.803230	-454.280365	-0.741139	-28.015324	49.686508	-367.986176
Cell42	-144.423737	-335.555023	17.746391	-112.283211	-343.692322	-115.811241	685.692078	37.405380	180.250961	44.915192	549.272583	-123.360870	169.178482	-33.173820	609.465271	170.388931	676.834717	418.822113	527.163635	-297.782715	-411.615082	-161.695633	451.366058	-10.545053	-364.449341	121.457130	92.364326	-437.966309	-1.698319	-58.669189	1.240943	-309.226990
Cell43	-163.709152	-328.462708	17.900009	-89.128677	-331.420532	-106.087540	650.858521	42.710274	190.843033	39.903744	512.451355	-119.408524	173.020981	-27.768604	576.722900	192.919891	631.894165	371.516052	509.495300	-272.409058	-401.992340	-150.229706	453.450562	-18.934481	-362.252350	116.595840	82.849365	-408.172150	-14.653244	-55.667507	-28.071030	-281.409271
Cell44	-133.765366	-263.517853	-12.107820	-110.805832	-293.740601	-72.631920	539.872681	56.481083	146.487564	23.794622	422.216553	-118.266289	159.880539	-28.508034	470.642426	204.323441	502.672485	290.392578	395.903107	-222.467072	-343.331207	-150.221115	404.469666	2.236153	-289.636871	87.781845	69.179855	-317.682465	-34.038464	-65.647148	-32.995945	-176.722046
Cell45	-238.434814	-489.617981	-5.903790	-175.532730	-524.898499	-136.469238	985.534729	76.608414	254.794418	82.213142	777.400513	-204.475372	251.705536	-37.217018	858.917542	282.415894	950.418152	594.050110	749.647949	-407.374329	-599.465942	-245.896988	657.900879	4.797003	-523.824646	183.452316	115.665977	-619.785461	-32.918598	-91.211197	10.813754	-394.593445
Cell46	-256.394623	-493.874298	-35.005787	-202.440201	-566.166992	-148.810349	1030.979736	102.007156	256.920044	67.811195	789.266052	-220.512177	292.110474	-29.148296	888.275085	381.104309	965.374390	581.149414	754.241455	-436.958466	-659.071106	-273.343445	738.195251	-9.816087	-543.056091	166.015259	138.808640	-588.314270	-45.711102	-98.930580	-12.135571	-353.532898
Cell47	-197.286407	-415.753143	-9.811692	-152.247055	-453.372070	-121.583130	843.784180	60.938610	210.439606	60.496113	656.899597	-162.113007	220.107407	-34.178429	728.987183	268.938721	813.596924	489.274109	633.848755	-353.196533	-521.489868	-208.275070	573.476685	4.367781	-447.157379	140.483292	110.610870	-510.854919	-33.986095	-61.684715	8.819060	-334.483154
Cell48	-196.691162	-384.745605	-60.802200	-231.067551	-468.493134	-103.383270	827.630005	128.000946	217.238586	17.271542	663.322693	-190.199951	281.200073	-49.210018	744.974243	396.755402	730.032288	399.412659	581.363892	-341.171234	-557.884155	-266.969849	664.457153	1.409827	-447.800873	104.096184	94.417191	-445.879974	-78.315590	-126.833916	-75.369919	-196.108536
Cell49	-201.660583	-405.797150	-71.757507	-206.271255	-464.462952	-100.778053	816.860840	128.725952	210.249084	30.670816	640.556335	-206.025391	278.215729	-38.616360	719.515686	376.973236	736.557373	412.484650	579.467712	-340.229187	-544.549622	-261.011200	642.355225	7.883154	-443.778259	111.980873	111.841766	-433.619629	-75.064117	-118.071060	-52.540710	-205.578400
Cell50	-210.004608	-454.863495	-26.167351	-205.452682	-508.776154	-137.831726	930.969604	94.071213	222.794037	58.436008	744.784851	-203.740005	272.534760	-23.255699	811.271790	330.424164	868.936340	514.069092	699.059937	-386.063721	-600.497131	-265.915192	680.728027	-1.566198	-500.941711	156.720886	118.609192	-538.872986	-65.090858	-106.962868	-20.422466	-311.234283
Cell51	-212.724670	-467.108673	8.386531	-107.984604	-447.746094	-159.085449	893.671387	34.012241	232.347931	66.628319	702.071777	-171.201935	207.484314	-29.161465	777.638367	251.229828	904.611633	558.313293	713.543823	-396.376801	-557.342896	-189.168350	584.622864	-25.578951	-476.977081	164.974823	141.141724	-554.148010	-6.540768	-51.641079	16.816814	-418.466064
Cell52	-167.713272	-449.445038	14.955714	-116.647171	-413.775208	-145.200211	853.722717	36.312313	213.831009	64.921577	685.294556	-186.410797	186.323837	-41.562393	758.268677	172.564316	872.126831	571.585022	665.118713	-377.871887	-495.771454	-204.896439	535.302612	-4.671773	-437.108307	162.148346	121.460136	-557.243835	-19.500885	-67.345268	55.253643	-421.165344
Cell53	-201.005066	-450.263641	26.010109	-94.989586	-420.622162	-157.354858	853.707520	47.766430	241.527390	67.245338	677.436523	-168.166122	211.147964	-39.340168	759.094177	213.809677	856.022583	519.115173	679.201233	-369.826141	-510.159363	-186.119370	554.726990	-25.464731	-464.759003	150.800537	133.913406	-544.248779	-5.958485	-57.740635	0.606662	-415.644135
Cell54	-245.175308	-517.214600	-89.877090	-254.233932	-590.734985	-155.130447	1038.266479	153.777893	248.159378	52.774742	823.221008	-253.973343	376.255127	-23.847080	909.479370	520.872681	930.891907	502.911011	746.090454	-461.398438	-722.383728	-348.851196	839.209717	-29.347128	-576.760681	141.535599	163.657639	-525.939148	-104.582222	-133.091156	-61.514797	-252.184235
Cell55	-206.890259	-470.259186	20.762241	-121.313896	-453.488251	-150.607010	901.481262	56.380169	246.157211	68.753899	713.599243	-180.015945	229.418549	-39.182827	793.600159	225.593399	897.454102	549.386780	705.422852	-386.044067	-533.666016	-216.113998	595.082642	-11.043832	-491.244568	164.313293	127.460495	-578.335449	-24.239178	-66.030258	12.190043	-416.339081
Cell56	-246.130829	-504.709656	-41.086239	-192.168549	-547.707886	-162.017059	1003.052063	101.626076	260.302185	72.359001	796.558411	-233.246445	328.156372	-42.382084	874.107056	390.615204	953.121094	539.374939	768.629883	-430.836365	-653.184204	-289.825623	742.022949	-19.110418	-560.916443	152.017960	170.691727	-559.478638	-44.929516	-112.190025	-36.021778	-352.476532
Cell57	-234.853607	-481.112244	-48.471039	-223.758804	-540.643921	-131.922440	974.748413	126.939156	257.565308	38.124157	771.500000	-210.027664	301.188080	-32.860931	861.881775	428.361694	877.345520	492.579498	714.627869	-397.685791	-662.113708	-270.891388	753.459045	-15.695584	-525.976257	152.804092	117.056366	-537.906982	-78.448776	-135.465927	-91.673500	-275.987091
Cell58	-288.715027	-624.890137	25.071465	-191.573471	-621.548401	-190.135727	1235.932983	91.391953	357.802429	63.912319	954.355652	-235.458649	302.405701	-69.659225	1073.951538	318.032593	1223.364746	755.984741	911.936401	-504.989716	-704.914307	-286.275269	800.679871	-4.706346	-653.303711	191.900223	150.449829	-773.571838	-25.911953	-76.824707	12.808185	-570.497864
Cell59	-175.607651	-349.323395	3.661506	-122.640831	-381.057556	-100.909508	713.551331	51.516148	194.765320	52.407566	559.993958	-134.280975	201.910690	-27.841213	619.265198	232.236771	690.879211	417.111847	542.761414	-302.332733	-439.121246	-184.267532	490.016571	-4.067396	-393.926483	115.524948	96.941246	-440.309113	-19.204502	-51.065495	-5.456624	-296.276062
Cell60	-282.510529	-605.821594	-51.871605	-256.505493	-666.264832	-181.286087	1212.428589	138.827454	300.390533	68.792931	962.249268	-289.844513	406.896698	-54.682774	1081.508911	510.166168	1112.695312	625.367126	895.550659	-528.065552	-810.617249	-376.823547	957.869385	-16.033754	-664.201416	195.324905	186.591492	-687.540833	-103.078552	-162.506454	-72.302284	-351.069641
Cell61	-219.933441	-460.596527	-34.119350	-153.614426	-475.264893	-114.973434	882.494690	79.536530	228.742157	68.146996	697.952271	-210.199219	281.863770	-39.811737	773.964905	369.127930	840.681274	504.421478	668.366943	-404.077057	-581.677612	-270.762482	671.887146	-18.202242	-496.764343	156.665924	149.370941	-528.740540	-55.105534	-99.563881	-30.908352	-291.579285
Cell62	-250.328430	-468.489655	-45.606022	-229.617233	-534.179932	-133.559326	956.900757	128.674316	257.040070	43.293240	765.829956	-224.754791	322.189941	-39.810921	845.969238	433.624237	879.449524	483.810333	695.399536	-391.853760	-643.653687	-286.643463	759.312744	-17.376558	-531.331238	126.428596	135.070633	-514.969421	-63.796879	-113.618721	-74.121452	-293.189667
Cell63	-237.341110	-448.947296	-55.276627	-212.898972	-515.520874	-128.170959	914.192383	127.907921	233.949493	46.320919	717.493652	-211.867889	289.781982	-26.687115	790.522705	415.067810	832.929932	461.461090	655.409241	-379.428223	-615.695435	-262.945740	708.111023	-16.246645	-491.112183	132.447937	118.733902	-482.825806	-67.237572	-101.989891	-64.410423	-266.159790
Cell64	-211.659607	-433.669464	-61.346478	-211.562210	-489.876068	-100.573906	868.994751	123.251999	218.118835	42.176823	691.400269	-205.521179	285.366516	-38.586853	770.860413	408.042084	776.094299	437.160583	624.908386	-360.771515	-595.715210	-267.535065	688.528870	-3.418573	-471.983643	131.979599	114.183266	-477.134277	-87.505165	-118.489189	-73.710548	-226.279053
Cell65	-169.164825	-322.092865	-73.747887	-160.389740	-364.387787	-83.421989	618.720337	106.184067	160.953918	29.117350	502.470428	-170.276382	241.985474	-37.158497	559.031006	350.359009	565.293579	275.847229	445.334198	-273.807098	-438.439423	-220.210281	526.183044	-2.285406	-357.890564	66.001228	116.131538	-299.696960	-60.296959	-87.383942	-58.710964	-139.367447
Cell66	-174.037354	-416.954498	17.435257	-104.180519	-397.363800	-134.337936	804.982605	42.967533	214.908768	67.156189	629.591797	-176.708832	203.817459	-45.010830	701.323059	167.075653	815.882324	530.013733	614.277405	-355.301727	-447.926880	-206.316391	499.823029	1.119410	-424.471069	140.503281	132.126160	-526.510254	-11.173618	-52.485939	54.005489	-393.967804
Cell67	-180.119720	-445.570770	17.553764	-77.904419	-390.834076	-158.854568	823.333130	48.429012	232.644730	63.730343	632.093689	-204.408768	194.990082	-53.701866	715.053223	126.163353	855.650024	548.631226	625.976013	-372.564270	-425.987579	-201.680008	482.329803	3.571764	-416.814697	127.489677	140.811676	-520.110474	-3.142987	-43.928322	87.526741	-450.096375
Cell68	-159.681458	-312.325226	-21.542286	-130.093948	-349.097351	-92.041557	630.864380	65.641914	163.224701	30.991934	496.393219	-137.247360	199.232162	-15.103188	544.892944	285.796265	581.445435	324.881927	461.552551	-273.019745	-433.060120	-178.779053	493.633759	-15.439723	-342.357147	99.853020	91.289337	-346.900421	-44.114399	-66.121452	-53.147682	-190.924225
Cell69	-265.499817	-524.423218	-33.561115	-199.113663	-572.769409	-158.388916	1063.125977	86.064407	258.029938	79.422562	834.911011	-230.203003	299.703949	-30.687714	915.631592	394.408447	1016.192993	609.770142	806.880676	-452.626862	-693.881104	-277.212769	761.005554	-17.377813	-576.010925	171.186264	159.624191	-609.189575	-42.860859	-82.733322	-2.457928	-398.510651
Cell70	-190.830093	-391.644440	-7.828011	-129.439117	-401.844055	-121.227997	759.590454	68.952797	206.559128	50.631470	597.422241	-159.290359	210.133377	-21.393230	652.297974	263.025940	735.085327	432.547180	584.513794	-321.765869	-477.690765	-190.910141	530.611206	-14.421044	-414.347961	124.948982	107.725525	-447.865143	-33.895508	-62.669346	-18.037464	-300.597229
Cell71	-263.861450	-581.182800	-0.057439	-175.283737	-591.505981	-174.988983	1147.143433	79.619270	296.464752	91.006844	897.710571	-243.624695	279.549164	-54.146458	1005.096863	295.645477	1145.707153	740.961975	882.697693	-496.848846	-674.517090	-280.896393	735.362854	0.599551	-592.804260	210.904266	151.713333	-738.776611	-31.409702	-87.837746	48.995243	-517.486145
Cell72	-223.274078	-442.651398	-10.745622	-141.171738	-473.816681	-136.038040	881.412476	63.884235	237.492294	54.328236	682.130615	-180.472504	248.431625	-28.460621	761.353088	312.208374	833.908813	485.990540	676.496765	-365.289703	-565.509827	-216.905807	629.350830	-4.609392	-483.198059	148.724014	130.691910	-520.054993	-38.511280	-83.438583	-28.156544	-323.765961
Cell73	-167.578064	-358.436249	7.362415	-151.986328	-396.984650	-95.200790	733.461243	58.369251	193.969772	50.176918	579.110046	-134.018372	200.594070	-26.365387	630.772705	224.828079	706.100037	433.353149	543.425293	-299.814789	-436.999756	-197.672165	496.418823	8.716315	-394.487701	120.195793	85.022667	-461.923676	-37.253590	-57.980930	9.267131	-294.176788
Cell74	-193.082413	-449.734985	9.033069	-182.542191	-480.363129	-133.078201	914.365173	53.142971	224.598053	60.408379	738.772766	-176.250961	262.388947	-47.488495	808.840881	294.940399	871.588684	516.142639	696.415100	-379.662354	-579.414917	-246.957199	664.539795	-4.042531	-501.791321	154.485489	134.187347	-567.256958	-44.783535	-93.498116	-17.932262	-349.130951
Cell75	-212.890411	-489.354492	-1.209393	-112.903732	-458.031799	-154.921799	912.789490	64.962990	239.347931	77.773300	714.492004	-200.043396	213.881287	-40.238377	795.510559	214.576233	917.449768	569.856689	718.947876	-392.831940	-535.323730	-206.951401	576.959595	-6.429063	-483.411438	170.105545	140.474411	-573.041077	-19.944523	-67.473045	32.310436	-426.368988
Cell76	-248.159302	-523.146790	-109.932571	-325.087524	-598.856689	-136.212021	1052.705566	189.718475	269.494354	12.674352	891.493835	-263.806915	395.618958	-40.619347	976.130188	613.633118	911.186646	474.676941	767.227051	-458.384796	-783.985291	-377.883331	922.827148	-34.098923	-596.625183	137.599701	137.780212	-536.684570	-137.756332	-197.511490	-147.888763	-187.109573
